,zip,city,pop,state,loc
26846,90810,CARSON,36694,CA,"['-118.215006', '33.810985']"
26847,90813,LONG BEACH,58109,CA,"['-118.183488', '33.78202']"
26848,90814,LONG BEACH,17359,CA,"['-118.147988', '33.771576']"
26849,90815,LONG BEACH,38603,CA,"['-118.119249', '33.793908']"
26850,90822,LONG BEACH,7362,CA,"['-118.239257', '33.744415']"
26851,91001,ALTADENA,36013,CA,"['-118.13919', '34.191187']"
26852,91006,ARCADIA,30550,CA,"['-118.026374', '34.132389']"
26853,91007,ARCADIA,25675,CA,"['-118.051483', '34.124271']"
26854,91010,BRADBURY,26462,CA,"['-117.967005', '34.137445']"
26855,91011,FLINTRIDGE,19699,CA,"['-118.199008', '34.209282']"
26856,91016,MONROVIA,39015,CA,"['-118.001376', '34.143959']"
26857,91020,MONTROSE,6536,CA,"['-118.230529', '34.211425']"
26858,91024,SIERRA MADRE,10560,CA,"['-118.051916', '34.165101']"
26859,91030,SOUTH PASADENA,23936,CA,"['-118.154696', '34.110939']"
26860,91040,SHADOW HILLS,18303,CA,"['-118.321359', '34.261025']"
26861,91042,TUJUNGA,24853,CA,"['-118.284856', '34.254389']"
26862,91101,PASADENA,16045,CA,"['-118.139119', '34.146762']"
26863,91103,PASADENA,26641,CA,"['-118.155119', '34.166906']"
26864,91104,PASADENA,37973,CA,"['-118.12609', '34.167776']"
26865,91105,PASADENA,11165,CA,"['-118.163577', '34.135455']"
26866,91106,PASADENA,23854,CA,"['-118.126647', '34.143527']"
26867,91107,PASADENA,31390,CA,"['-118.088905', '34.150997']"
26868,91108,SAN MARINO,12953,CA,"['-118.111745', '34.120698']"
26869,91201,GLENDALE,22495,CA,"['-118.289892', '34.171606']"
26870,91202,GLENDALE,20331,CA,"['-118.265649', '34.165235']"
26871,91203,GLENDALE,12714,CA,"['-118.263614', '34.151718']"
26872,91204,GLENDALE,15541,CA,"['-118.259947', '34.137871']"
26873,91205,GLENDALE,38428,CA,"['-118.24245', '34.137798']"
26874,91206,GLENDALE,30415,CA,"['-118.232217', '34.155605']"
26875,91207,GLENDALE,8911,CA,"['-118.245086', '34.164856']"
26876,91208,GLENDALE,14831,CA,"['-118.234966', '34.19212']"
26877,91214,LA CRESCENTA,27249,CA,"['-118.245687', '34.231619']"
26878,91301,OAK PARK,35520,CA,"['-118.75718', '34.157163']"
26879,91302,CALABASAS,12690,CA,"['-118.664103', '34.141854']"
26880,91303,CANOGA PARK,19656,CA,"['-118.59828', '34.199257']"
26881,91304,CANOGA PARK,43675,CA,"['-118.611059', '34.219671']"
26882,91306,WINNETKA,39261,CA,"['-118.57492', '34.2092']"
26883,91307,WEST HILLS,22049,CA,"['-118.638892', '34.196343']"
26884,91311,CHATSWORTH,37225,CA,"['-118.591357', '34.258253']"
26885,91316,ENCINO,24538,CA,"['-118.517542', '34.165479']"
26886,91320,NEWBURY PARK,31941,CA,"['-118.935798', '34.177393']"
26887,91321,NEWHALL,23520,CA,"['-118.523005', '34.379519']"
26888,91324,NORTHRIDGE,23252,CA,"['-118.546595', '34.236743']"
26889,91325,NORTHRIDGE,28071,CA,"['-118.51884', '34.235332']"
26890,91326,PORTER RANCH,23466,CA,"['-118.541235', '34.274191']"
26891,91330,CALIFORNIA STATE,1604,CA,"['-118.528634', '34.23805']"
26892,91331,ARLETA,88114,CA,"['-118.420692', '34.258081']"
26893,91335,RESEDA,62117,CA,"['-118.539071', '34.200663']"
26894,91340,SAN FERNANDO,33379,CA,"['-118.435242', '34.287509']"
26895,91342,SYLMAR,68612,CA,"['-118.432181', '34.30538']"
26896,91343,NORTH HILLS,48751,CA,"['-118.47582', '34.236636']"
26897,91344,GRANADA HILLS,45729,CA,"['-118.4992', '34.277068']"
26898,91345,MISSION HILLS,14886,CA,"['-118.458659', '34.261873']"
26899,91350,AGUA DULCE,31741,CA,"['-118.488955', '34.459742']"
26900,91351,CANYON COUNTRY,47273,CA,"['-118.449011', '34.426203']"
26901,91352,SUN VALLEY,43722,CA,"['-118.369853', '34.220907']"
26902,91354,VALENCIA,7918,CA,"['-118.537437', '34.446608']"
26903,91355,VALENCIA,23550,CA,"['-118.55352', '34.398456']"
26904,91356,TARZANA,25316,CA,"['-118.541354', '34.16708']"
26905,91360,THOUSAND OAKS,41654,CA,"['-118.873908', '34.209179']"
26906,91361,WESTLAKE VILLAGE,18608,CA,"['-118.83832', '34.147233']"
26907,91362,WESTLAKE VILLAGE,26572,CA,"['-118.830601', '34.191884']"
26908,91364,WOODLAND HILLS,25638,CA,"['-118.600019', '34.155652']"
26909,91367,WOODLAND HILLS,34253,CA,"['-118.615891', '34.176689']"
26910,91381,NEWHALL,1677,CA,"['-118.582134', '34.381067']"
26911,91384,CASTAIC,19440,CA,"['-118.62537', '34.482695']"
26912,91401,VAN NUYS,35990,CA,"['-118.432375', '34.180152']"
26913,91402,PANORAMA CITY,52577,CA,"['-118.447009', '34.226158']"
26914,91403,SHERMAN OAKS,20046,CA,"['-118.460325', '34.151407']"
26915,91405,VAN NUYS,39669,CA,"['-118.445636', '34.200068']"
26916,91406,VAN NUYS,46124,CA,"['-118.486821', '34.200568']"
26917,91411,VAN NUYS,21616,CA,"['-118.457396', '34.178133']"
26918,91423,SHERMAN OAKS,27747,CA,"['-118.432208', '34.152565']"
26919,91436,ENCINO,13605,CA,"['-118.488238', '34.15098']"
26920,91501,BURBANK,15991,CA,"['-118.300898', '34.186238']"
26921,91502,BURBANK,9833,CA,"['-118.305912', '34.174487']"
26922,91504,BURBANK,22656,CA,"['-118.326401', '34.200097']"
26923,91505,BURBANK,27676,CA,"['-118.344175', '34.168998']"
26924,91506,BURBANK,18336,CA,"['-118.323148', '34.171746']"
26925,91601,NORTH HOLLYWOOD,33882,CA,"['-118.371274', '34.16867']"
26926,91602,TOLUCA LAKE,14301,CA,"['-118.367606', '34.151095']"
26927,91604,STUDIO CITY,24354,CA,"['-118.391311', '34.143025']"
26928,91605,NORTH HOLLYWOOD,50050,CA,"['-118.400069', '34.205747']"
26929,91606,NORTH HOLLYWOOD,39737,CA,"['-118.386538', '34.187182']"
26930,91607,VALLEY VILLAGE,28021,CA,"['-118.398905', '34.167217']"
26931,91701,ALTA LOMA,31633,CA,"['-117.599149', '34.133922']"
26932,91702,AZUSA,52261,CA,"['-117.903083', '34.12476']"
26933,91706,IRWINDALE,69464,CA,"['-117.969539', '34.084245']"
26934,91709,CHINO HILLS,37965,CA,"['-117.730791', '33.979735']"
26935,91710,CHINO,69244,CA,"['-117.684401', '34.012532']"
26936,91711,CLAREMONT,34096,CA,"['-117.718293', '34.109167']"
26937,91719,CORONA,42717,CA,"['-117.531916', '33.861839']"
26938,91720,CORONA,55741,CA,"['-117.594288', '33.876995']"
26939,91722,COVINA,31703,CA,"['-117.906544', '34.097162']"
26940,91723,COVINA,15590,CA,"['-117.884285', '34.08596']"
26941,91724,COVINA,23462,CA,"['-117.855982', '34.093752']"
26942,91730,RANCHO CUCAMONGA,41087,CA,"['-117.59408', '34.107039']"
26943,91731,EL MONTE,26178,CA,"['-118.037108', '34.079142']"
26944,91732,EL MONTE,58059,CA,"['-118.01492', '34.070533']"
26945,91733,SOUTH EL MONTE,43691,CA,"['-118.044381', '34.055676']"
26946,91737,ALTA LOMA,19708,CA,"['-117.579295', '34.144883']"
26947,91739,ETIWANDA,13553,CA,"['-117.519329', '34.119873']"
26948,91740,GLENDORA,48836,CA,"['-117.855155', '34.128663']"
26949,91744,INDUSTRY,77114,CA,"['-117.934098', '34.029428']"
26950,91745,HACIENDA HEIGHTS,52182,CA,"['-117.965205', '33.997741']"
26951,91746,BASSETT,30330,CA,"['-117.980026', '34.050963']"
26952,91748,ROWLAND HEIGHTS,40511,CA,"['-117.896946', '33.981777']"
26953,91750,LA VERNE,33621,CA,"['-117.77077', '34.115905']"
26954,91752,MIRA LOMA,17368,CA,"['-117.523574', '33.993845']"
26955,91754,MONTEREY PARK,62133,CA,"['-118.127144', '34.053409']"
26956,91759,MT BALDY,430,CA,"['-117.580219', '34.218082']"
26957,91760,NORCO,23585,CA,"['-117.557866', '33.927983']"
26958,91761,ONTARIO,47921,CA,"['-117.618662', '34.031647']"
